"uid","plotID","subplotID","taxonID","identificationQualifier","measuredBy","recordedBy","remarks"
90,"HARV_023","40","VILA8",,"D01LEL27","D01JRS08","QC: No error EME"
91,"HARV_023","40","VINUC",,"D01LEL27","D01JRS08",
92,"HARV_023","40","QUAL",,"D01LEL27","D01JRS08",
93,"HARV_023","40","ILVE",,"D01LEL27","D01JRS08",
94,"HARV_023","40","COCO6","cf. species","D01LEL27","D01JRS08",
95,"HARV_023","40","PRVI",,"D01LEL27","D01JRS08",
96,"HARV_023","40","AMELA",,"D01LEL27","D01JRS08",
97,"HARV_023","40","LYCI",,"D01LEL27","D01JRS08","QC: No error EME"
98,"HARV_023","40","POPA5",,"D01LEL27","D01JRS08",
99,"HARV_023","40","UVSE",,"D01LEL27","D01JRS08",
100,"HARV_023","40","DICHA",,"D01LEL27","D01JRS08",
101,"HARV_023","40","PRSE2",,"D01LEL27","D01JRS08","FDS SAYS PRSE BUT THAT PLANT IS NOT PRESENT"
102,"HARV_023","40","SOLID",,"D01LEL27","D01JRS08",
103,"HARV_023","41","SPLA",,"D01LEL27","D01PJN02",
104,"HARV_023","41","BELE",,"D01LEL27","D01PJN02",
105,"HARV_023","41","SORU",,"D01LEL27","D01PJN02",
106,"HARV_023","41","CAREX2",,"D01LEL27","D01PJN02",
107,"HARV_023","41","RUHI",,"D01LEL27","D01PJN02","QC: No error EME"
108,"HARV_023","41","VIOLA",,"D01LEL27","D01PJN02",
109,"HARV_023","41","LACTU","cf. genus","D01LEL27","D01PJN02",
110,"HARV_023","32","DEPU2",,"D01DRC25","D01GMV31",
111,"HARV_023","32","QURU",,"D01DRC25","D01GMV31",
112,"HARV_023","32","RUAR7",,"D01DRC25","D01GMV31",
113,"HARV_023","32","PRSE2",,"D01DRC25","D01GMV31",
114,"HARV_023","32","VAPA4",,"D01DRC25","D01GMV31",
115,"HARV_023","32","VACO",,"D01DRC25","D01GMV31",
116,"HARV_023","32","ILVE",,"D01DRC25","D01GMV31","QC: No error EME"
117,"HARV_023","32","CAREX",,"D01DRC25","D01GMV31",
118,"HARV_023","31","RUID",,"D01DRC25","D01GMV31",
119,"HARV_023","31","FRAL4",,"D01DRC25","D01GMV31",
120,"HARV_023","31","QURU",,"D01DRC25","D01GMV31",
121,"HARV_023","31","DRIN5",,"D01DRC25","D01GMV31",
122,"HARV_023","31","TSCA",,"D01DRC25","D01GMV31",
123,"HARV_023","31","POGR4",,"D01DRC25","D01GMV31",
124,"HARV_023","31","POTR5",,"D01DRC25","D01GMV31",
125,"HARV_023","31","RUAL",,"D01DRC25","D01GMV31",
126,"HARV_023","31","SPALL",,"D01DRC25","D01GMV31",
127,"HARV_023","31","ATFIA",,"D01DRC25","D01GMV31",
128,"HARV_023","31","COCO6",,"D01DRC25","D01GMV31",
129,"HARV_023","31","DICAN",,"D01DRC25","D01GMV31","QC: No error EME"
130,"HARV_001","41","PRPE2",,"D01KMA31","D01NIH14","QC: No error EME"
131,"HARV_001","41","VACO",,"D01KMA31","D01NIH14",
132,"HARV_001","41","RUAL",,"D01KMA31","D01NIH14",
133,"HARV_001","41","ANQU",,"D01KMA31","D01NIH14",
134,"HARV_001","40","VIAC",,"D01GMV31","D01PJN02",
135,"HARV_001","40","ALEMA",,"D01GMV31","D01PJN02",
136,"HARV_001","40","RUHI",,"D01GMV31","D01PJN02","QC: No error EME"
137,"HARV_001","40","MEVI",,"D01GMV31","D01PJN02",
138,"HARV_001","40","CHAMA3",,"D01GMV31","D01PJN02",
139,"HARV_001","40","RUAL",,"D01GMV31","D01PJN02",
140,"HARV_001","31","POSI2",,"D01SNI12","D01PJN02","POSI ENTERED MUST BE MISTAKEN"
141,"HARV_001","31","VACO",,"D01SNI12","D01PJN02",
142,"HARV_001","32","RUAL",,"D01SNI12","D01PJN02",
143,"HARV_001","32","MIRE",,"D01SNI12","D01PJN02",
144,"HARV_001","32","QUAL",,"D01SNI12","D01PJN02",
145,"HARV_001","32","GABA",,"D01SNI12","D01PJN02",
146,"HARV_001","32","QUVE",,"D01SNI12","D01PJN02",
147,"HARV_001","32","TSCA",,"D01SNI12","D01PJN02",
148,"HARV_001","32","CAOV2",,"D01SNI12","D01PJN02","QC: No error EME"
149,"HARV_010","31","COPE80",,"D01KAK22","D01DMV31",
150,"HARV_010","31","QUVE",,"D01KAK22","D01DMV31",
151,"HARV_010","40","MEVI",,"D01EJH18","D01JAH27",
152,"HARV_010","40","VACO","cf. species","D01EJH18","D01JAH27","VEG IPHONE 1445"
153,"HARV_010","40","PHPY4",,"D01EJH18","D01JAH27","RED CHOKEBERRY"
154,"HARV_010","40","POSI2",,"D01EJH18","D01JAH27","QC: No error EME"
155,"HARV_010","40","QUAL",,"D01EJH18","D01JAH27",
156,"HARV_010","32","VIAC",,"D01BJV04","D01EME04",
157,"HARV_010","32",,"cf. species","D01BJV04","D01EME04","LYCOPODIUM"
158,"HARV_010","32","COPE80",,"D01BJV04","D01EME04",
159,"HARV_010","32","TSCA",,"D01BJV04","D01EME04",
160,"HARV_010","32","CYFR2","cf. genus","D01BJV04","D01EME04","VEG PHONE 1142; QC: No error EME"
161,"HARV_010","32",,,"D01BJV04","D01EME04","AMELA"
162,"HARV_010","32","POSI2","cf. species","D01BJV04","D01EME04",
163,"HARV_010","41","ARNU2",,"D01EJH18","D01ECM19",
164,"HARV_010","41","GABA",,"D01EJH18","D01ECM19",
165,"HARV_010","41","VIAC",,"D01EJH18","D01ECM19",
166,"HARV_010","41","UVSE",,"D01EJH18","D01ECM19",
167,"HARV_010","41","RUAL",,"D01EJH18","D01ECM19",
168,"HARV_010","41","SORI","cf. species","D01EJH18","D01ECM19","SOLIDAGO REGIDA?"
169,"HARV_010","41","ATFIA","cf. species","D01EJH18","D01ECM19","QC: No error EME"
170,"HARV_010","41",,"UNK","D01EJH18","D01ECM19","SMALL OPPOSITE FUZZY VEG PHONE 1203"
171,"HARV_002","40","CAPE6",,"D01LEL27","D01PJN02",
172,"HARV_002","40","QUAL",,"D01LEL27","D01PJN02",
173,"HARV_002","40","ZIAU","cf. species","D01LEL27","D01PJN02","QC: No error EME"
174,"HARV_002","40","PAQU2",,"D01LEL27","D01PJN02",
175,"HARV_002","40","POVI7",,"D01LEL27","D01PJN02",
176,"HARV_002","41","UVSE",,"D01LEL27","D01PJN02",
177,"HARV_002","41","PAQU2",,"D01LEL27","D01PJN02",
178,"HARV_002","41","MEVI",,"D01LEL27","D01PJN02","QC: No error EME"
179,"HARV_002","31","LYOB",,"D01LEL27","D01KAK22",
180,"HARV_002","31","VAAN",,"D01LEL27","D01KAK22",
181,"HARV_002","31","CHUM",,"D01LEL27","D01KAK22",
182,"HARV_002","31","MIRE",,"D01LEL27","D01KAK22",
183,"HARV_002","31","CAREX",,"D01LEL27","D01KAK22",
184,"HARV_002","32","QUAL",,"D01LEL27","D01KAK22",
185,"HARV_002","32","CADE12",,"D01LEL27","D01KAK22",
186,"HARV_002","32","LYOB",,"D01LEL27","D01KAK22",
187,"HARV_002","32","VAAN",,"D01LEL27","D01KAK22","QC: No error EME"
188,"HARV_004","31","PTAQ",,"D01GMV31","D01LU02","QC: No error EME"
189,"HARV_004","31","DEPU2",,"D01GMV31","D01LU02",
190,"HARV_004","31","AMELA",,"D01GMV31","D01LU02",
191,"HARV_004","31","LYOB",,"D01GMV31","D01LU02",
192,"HARV_004","31","SMHE",,"D01GMV31","D01LU02",
193,"HARV_004","31","BRER2",,"D01GMV31","D01LU02",
194,"HARV_004","31","CAOV2",,"D01GMV31","D01LU02",
195,"HARV_004","31","PRTR","cf. species","D01GMV31","D01LU02","WHORLED BIRD FOOT TOOK PICTURE MAM PHONE 1419"
196,"HARV_004","40","CAREX",,"D01EJH18","D01ECM19",
197,"HARV_004","40","BRER2",,"D01EJH18","D01ECM19",
198,"HARV_004","40","CRMA3",,"D01EJH18","D01ECM19","QC: No error EME"
199,"HARV_004","40","RUHI",,"D01EJH18","D01ECM19",
200,"HARV_004","40","VIAC",,"D01EJH18","D01ECM19",
201,"HARV_004","40","ILVE",,"D01EJH18","D01ECM19",
202,"HARV_004","40","VAPA4",,"D01EJH18","D01ECM19",
203,"HARV_004","40","FRAM2",,"D01EJH18","D01ECM19",
204,"HARV_004","40","CAOV2",,"D01EJH18","D01ECM19",
205,"HARV_004","32","CAOV2",,"D01BJV04","D01KAK22",
206,"HARV_004","32","QUVE",,"D01BJV04","D01KAK22","QC: No error EME"
207,"HARV_004","32","MEVI",,"D01BJV04","D01KAK22",
208,"HARV_004","32","PTAQ",,"D01BJV04","D01KAK22",
209,"HARV_004","32","VIAC",,"D01BJV04","D01KAK22",
210,"HARV_004","32","CRATA",,"D01BJV04","D01KAK22",
211,"HARV_004","32","QURU",,"D01BJV04","D01KAK22",
212,"HARV_004","32","PRSE2",,"D01BJV04","D01KAK22","QC: No error EME"
213,"HARV_004","32","TRBO2",,"D01BJV04","D01KAK22",
214,"HARV_004","32","GAAS2",,"D01BJV04","D01KAK22",
215,"HARV_004","32","ACRU",,"D01BJV04","D01KAK22",
216,"HARV_004","32","THNO",,"D01BJV04","D01KAK22",
217,"HARV_004","32","UVSE",,"D01BJV04","D01KAK22",
218,"HARV_004","41","FRAM2",,"D01GMV31","D01CTR16",
219,"HARV_004","41","QUAL",,"D01GMV31","D01CTR16",
220,"HARV_004","41","RUAR7",,"D01GMV31","D01CTR16",
221,"HARV_004","41","PRSE2",,"D01GMV31","D01CTR16",
222,"HARV_004","41","OSCI",,"D01GMV31","D01CTR16",
223,"HARV_004","41","VACO",,"D01GMV31","D01CTR16",
224,"HARV_004","41","SMHE",,"D01GMV31","D01CTR16",
225,"HARV_004","41","VIOLA",,"D01GMV31","D01CTR16",
226,"HARV_004","41","VITIS",,"D01GMV31","D01CTR16",
227,"HARV_004","41","BELE",,"D01GMV31","D01CTR16",
228,"HARV_004","41","MEVI",,"D01GMV31","D01CTR16","QC: No error EME"
229,"HARV_004","41","POPA5",,"D01GMV31","D01CTR16",
230,"HARV_004","41","TRBO2",,"D01GMV31","D01CTR16",
231,"HARV_004","41","ILBE",,"D01GMV31","D01CTR16",
232,"HARV_030","31","PIST",,"D01KAK22","D01EJH18","QC: No error EME"
233,"HARV_030","31","GOTE",,"D01KAK22","D01EJH18",
234,"HARV_030","31","BELE",,"D01KAK22","D01EJH18",
235,"HARV_030","31","DRIN5",,"D01KAK22","D01EJH18",
236,"HARV_030","31","VAAN",,"D01KAK22","D01EJH18",
237,"HARV_030","40","CEOR7",,"D01LEL27","D01JLU02",
238,"HARV_030","40","CAREX",,"D01LEL27","D01JLU02",
239,"HARV_030","40","DEPU2",,"D01LEL27","D01JLU02","QC: No error EME"
240,"HARV_030","40","CYAC3",,"D01LEL27","D01JLU02",
241,"HARV_030","40","QUVE",,"D01LEL27","D01JLU02",
242,"HARV_030","40","VAPA4",,"D01LEL27","D01JLU02",
243,"HARV_030","40","DRIN5",,"D01LEL27","D01JLU02","DRIN WRITTEN ASSUME DRIN5"
244,"HARV_030","41","QURU",,"D01NIH14","D01GMV31",
245,"HARV_030","41","TRBO2",,"D01NIH14","D01GMV31",
246,"HARV_030","32","FRAL4",,"D01PJN02","D01NIH14",
247,"HARV_030","32","CEOR7",,"D01PJN02","D01NIH14",
248,"HARV_030","32","MIRE",,"D01PJN02","D01NIH14",
249,"HARV_030","32","QURU",,"D01PJN02","D01NIH14",
250,"HARV_030","32","VIAC",,"D01PJN02","D01NIH14","QC: No error EME"
251,"HARV_012","40","PRAM2",,"D01NIH14","D01PJN02","QC: No error EME"
252,"HARV_012","40","VACO",,"D01NIH14","D01PJN02",
253,"HARV_012","40","PRVI",,"D01NIH14","D01PJN02",
254,"HARV_012","41","VIAC",,"D01LEL27","D01JLU02",
255,"HARV_012","41","ARNU2",,"D01LEL27","D01JLU02",
256,"HARV_012","41","PTAQ",,"D01LEL27","D01JLU02","QC: No error EME"
257,"HARV_012","41","PRSE2",,"D01LEL27","D01JLU02",
258,"HARV_012","31","CAREX",,"D01GMV31","D01PJN02",
259,"HARV_012","31","MIRE",,"D01GMV31","D01PJN02",
260,"HARV_012","32","KALMI",,"D01EJH18","D01KAK22",
261,"HARV_012","32","RUHI",,"D01EJH18","D01KAK22",
262,"HARV_012","32","ILVE",,"D01EJH18","D01KAK22","PICTURE EXTRA 2 1200; QC: No error EE"
263,"HARV_014","32","GABA",,"D01KAK22","D01PJN02","QC: No Error"
264,"HARV_014","32","QUVE",,"D01KAK22","D01PJN02",
265,"HARV_014","32","RUHI",,"D01KAK22","D01PJN02",
266,"HARV_014","32","UNK","cf. genus","D01KAK22","D01PJN02","""PLUS ASTER"" VEG PHONE 1121 2 PHOTOS"
267,"HARV_014","32","ARNU2",,"D01KAK22","D01PJN02",
268,"HARV_014","31","KALA",,"D01PJN02","D01KAK22",
269,"HARV_014","31","VAPA4",,"D01PJN02","D01KAK22",
270,"HARV_014","31","VAPA4",,"D01PJN02","D01KAK22",
271,"HARV_014","31","VAAL",,"D01PJN02","D01KAK22","ALMOST CERTAINLY SUPPOSED TO BE VAAN"
272,"HARV_014","31","MIRE",,"D01PJN02","D01KAK22",
273,"HARV_014","31","QUVE",,"D01PJN02","D01KAK22","QC: No Error"
274,"HARV_014","41","GABA",,"D01EJH18","D01SNI12",
275,"HARV_014","41","MIRE",,"D01EJH18","D01SNI12",
276,"HARV_014","40","RUHI",,"D01SNI12","D01EJH18",
277,"HARV_014","40","KALA",,"D01SNI12","D01EJH18",
278,"HARV_014","40","GOTE",,"D01SNI12","D01EJH18",
279,"HARV_014","40","MACA4",,"D01SNI12","D01EJH18","MACA RECORDED"
280,"HARV_014","40","CAREX",,"D01SNI12","D01EJH18",
281,"BART_006","31","TSCA",,"D01DRC25","D01BAC30","QC: No Error"
282,"BART_006","31","BEAL2",,"D01DRC25","D01BAC30",
283,"BART_006","31","TRBO2",,"D01DRC25","D01BAC30",
284,"BART_006","31","MEVI",,"D01DRC25","D01BAC30",
285,"BART_006","31","ARNU2",,"D01DRC25","D01BAC30",
286,"BART_006","31","LOCA7",,"D01DRC25","D01BAC30",
287,"BART_006","31","CAREX",,"D01DRC25","D01BAC30",
288,"BART_006","32","ACPE",,"D01DRC25","D01JRS08",
289,"BART_006","40","TRBO2",,"D01DRC25","D01BAC30",
290,"BART_006","40","MEVI",,"D01DRC25","D01BAC30",
291,"BART_006","40","CORNU",,"D01DRC25","D01BAC30","QC: No Error"
292,"BART_006","40","COAM2","CF. Species","D01DRC25","D01BAC30",
293,"BART_006","41","ABBA",,"D01CAB21","D01DRC25",
294,"BART_006","41","TSCA",,"D01CAB21","D01DRC25",
295,"BART_006","41","PIST",,"D01CAB21","D01DRC25",
296,"BART_006","41","PIRU",,"D01CAB21","D01DRC25",
297,"BART_006","41","ACRU",,"D01CAB21","D01DRC25",
298,"BART_006","41","ARNU2",,"D01CAB21","D01DRC25",
299,"BART_024","31","PIST",,"D01BAC30","D01JRS08",
300,"BART_024","31","FAGR",,"D01BAC30","D01JRS08",
301,"BART_024","31","CYAC3",,"D01BAC30","D01JRS08","QC: No Error"
302,"BART_024","32","ACPE",,"D01BAC30","D01CAB21","QC: No Error"
303,"BART_024","41","FAGR",,"D01DRC25","D01CAB21","PICTURE PHONE 8 1609 SMALL PINK BEECH SEEDLING"
304,"BART_024","41","ABBA",,"D01DRC25","D01CAB21",
305,"BART_023","31","MEVI",,"D01DRC25","D01JRS08","QC: No Error"
306,"BART_023","31","UNK",,"D01DRC25","D01JRS08","CORDATE"
307,"BART_023","32","VILA11",,"D01DRC25","D01JRS08",
308,"BART_023","32","TRBO2",,"D01DRC25","D01JRS08","QC: No Errors"
309,"BART_023","32","MEVI",,"D01DRC25","D01JRS08",
310,"BART_023","32","LYOB",,"D01DRC25","D01JRS08",
311,"BART_023","32","SORO2","CF. Species","D01DRC25","D01JRS08",
312,"BART_023","40","CYAC3",,"D01DRC25","D01CAB21",
313,"BART_023","40","MEVI",,"D01DRC25","D01CAB21","QC: No Error"
314,"BART_023","40","TRBO2",,"D01DRC25","D01CAB21",
315,"BART_023","40","VILA11",,"D01DRC25","D01CAB21",
316,"BART_023","40","TRUN",,"D01DRC25","D01CAB21",
317,"BART_023","40","CAREX","CF. Species","D01DRC25","D01CAB21",
318,"BART_023","40","DRYUP","CF. Species","D01DRC25","D01CAB21",
319,"BART_023","40","MARAR",,"D01DRC25","D01CAB21","QC: No Error"
320,"BART_023","41","MEVI",,"D01JRS08","D01BAC30",
321,"BART_023","41","VILA11",,"D01JRS08","D01BAC30",
322,"BART_023","41","ACSA3",,"D01JRS08","D01BAC30",
323,"BART_023","41","PIST",,"D01JRS08","D01BAC30","QC: No Error"
324,"BART_023","41","UNK",,"D01JRS08","D01BAC30","CORDATE"
325,"BART_023","41","TSCA",,"D01JRS08","D01BAC30","QC: No Error"
326,"HARV_031","41","BEPO",,"D01JLU02","D01GMV31",
327,"HARV_031","41","QUAL",,"D01JLU02","D01GMV31",
328,"HARV_031","41","MARAR",,"D01JLU02","D01GMV31",
329,"HARV_031","41","SORU2",,"D01JLU02","D01GMV31","QC: NO ERROR JH"
330,"HARV_031","41","VIOLA",,"D01JLU02","D01GMV31",
331,"HARV_031","41","TRER3",,"D01JLU02","D01GMV31",
332,"HARV_031","41","PIRE",,"D01JLU02","D01GMV31",
333,"HARV_031","40","MIRE",,"D01JLU02","D01GMV31",
334,"HARV_031","40","PIRE",,"D01JLU02","D01GMV31",
335,"HARV_031","40","FRAM2",,"D01JLU02","D01GMV31",
336,"HARV_031","40","LOMO2","cf. species","D01JLU02","D01GMV31",
337,"HARV_031","40","FRAL4",,"D01JLU02","D01GMV31",
338,"HARV_031","40","UVSE",,"D01JLU02","D01GMV31",
339,"HARV_031","40","TORA2",,"D01JLU02","D01GMV31","QC: NO ERROR JH"
340,"HARV_031","31","POLYG",,"D01GMV31","D01EJH18",
341,"HARV_031","31","GOTE",,"D01GMV31","D01EJH18",
342,"HARV_031","31","PAQU2",,"D01GMV31","D01EJH18",
343,"HARV_031","31","DRIN5",,"D01GMV31","D01EJH18",
344,"HARV_031","31","DRMA4",,"D01GMV31","D01EJH18",
345,"HARV_031","31","VAAN",,"D01GMV31","D01EJH18",
346,"HARV_031","31","SYMPH",,"D01GMV31","D01EJH18",
347,"HARV_031","31","LYCL",,"D01GMV31","D01EJH18",
348,"HARV_031","31","LYOS",,"D01GMV31","D01EJH18","QC: NO ERROR JH"
349,"HARV_031","31","PRVI",,"D01GMV31","D01EJH18",
350,"HARV_031","31","QUVE",,"D01GMV31","D01EJH18",
351,"HARV_031","31","PRPE2",,"D01GMV31","D01EJH18",
352,"HARV_031","31","VAPA4",,"D01GMV31","D01EJH18",
353,"HARV_031","31","MARAR",,"D01GMV31","D01EJH18",
354,"HARV_031","32","CAIN12",,"D01GMV31","D01EJH18",
355,"HARV_031","32","DRMA4",,"D01GMV31","D01EJH18",
356,"HARV_031","32","LOMO2",,"D01GMV31","D01EJH18",
357,"HARV_031","32","TRER3",,"D01GMV31","D01EJH18","QC: NO ERROR JH"
358,"HARV_031","32","COSE16",,"D01GMV31","D01EJH18",
359,"HARV_031","32","POAC4",,"D01GMV31","D01EJH18",
360,"HARV_059","31","CALU5",,"D01DRC25","D01EJH18","QC: NO ERROR SNI"
361,"HARV_059","31","AMAR3",,"D01DRC25","D01EJH18","""AMAR"" RECORDED; CONFERRED WITH RECORDER TO FIND CORRECT PLANT"
362,"HARV_059","31","EQAR","cf. species","D01DRC25","D01EJH18",
363,"HARV_059","31","CAIN12",,"D01DRC25","D01EJH18",
364,"HARV_059","31","VAAN",,"D01DRC25","D01EJH18","QC: NO ERROR SNI"
365,"HARV_059","31","VACL",,"D01DRC25","D01EJH18",
366,"HARV_059","31","RUAL",,"D01DRC25","D01EJH18",
367,"HARV_059","31","CAREX",,"D01DRC25","D01EJH18","QC: NO ERROR SNI"
368,"HARV_059","31","MIRE",,"D01DRC25","D01EJH18",
369,"HARV_059","32","RUAL",,"D01DRC25","D01EJH18",
370,"HARV_059","32","ONSE",,"D01DRC25","D01EJH18","QC: NO ERROR SNI"
371,"HARV_059","32","THNO",,"D01DRC25","D01EJH18",
372,"HARV_059","32","VAPA4",,"D01DRC25","D01EJH18",
373,"HARV_059","32","ACSA3",,"D01DRC25","D01EJH18","QC: NO ERROR SNI"
374,"HARV_059","32","CALU5",,"D01DRC25","D01EJH18",
375,"HARV_059","40","MEVI",,"D01DRC25","D01GMV31",
376,"HARV_059","40","COCO6",,"D01DRC25","D01GMV31",
377,"HARV_059","40","VITIS",,"D01DRC25","D01GMV31",
378,"HARV_059","40","VACO",,"D01DRC25","D01GMV31",
379,"HARV_059","40","MIRE",,"D01DRC25","D01GMV31","QC: NO ERROR SNI"
380,"HARV_059","41","CAREX",,"D01DRC25","D01GMV31",
381,"HARV_059","41","SMHE",,"D01DRC25","D01GMV31",
382,"BART_002","40","UVSE",,"D01LEL27","D01NIH14",
383,"BART_002","40","FRPE",,"D01LEL27","D01NIH14",
384,"BART_002","40","BEAL2",,"D01LEL27","D01NIH14","QC: NO ERROR JH"
385,"BART_002","40","ARNU2",,"D01LEL27","D01NIH14",
386,"BART_002","40","TSCA",,"D01LEL27","D01NIH14",
387,"BART_002","40","VILA11",,"D01LEL27","D01NIH14",
388,"BART_002","31","MARAR",,"D01LEL27","D01NIH14",
389,"BART_002","31","RUPUP2",,"D01LEL27","D01NIH14",
390,"BART_002","31","TRER3",,"D01LEL27","D01NIH14",
391,"BART_002","32","PLHO3","cf. species","D01SNI12","D01CAB21",
