uid,plotID,subplotID,nestedSubplotID,nestedSubplotArea,variablesOther,percentCoverOther,cameraID,photoID,taxonID,identificationQualifier,percentCoverPlantSpecies,meanHeightPlantSpecies,measuredBy,recordedBy,remarks
33,ONAQ_019,40,3,1,Soil,22,1,ONAQ_019_PlantDiversity_sub40_nestedsub3_20140604,,,,,D15RAS17,D15WDS27,
34,ONAQ_019,40,3,1,Rock,1,1,ONAQ_019_PlantDiversity_sub40_nestedsub3_20140604,,,,,D15RAS17,D15WDS27,
35,ONAQ_019,40,3,1,Wood,3,1,ONAQ_019_PlantDiversity_sub40_nestedsub3_20140604,,,,,D15RAS17,D15WDS27,
36,ONAQ_019,40,3,1,Litter,3,1,ONAQ_019_PlantDiversity_sub40_nestedsub3_20140604,,,,,D15RAS17,D15WDS27,
37,ONAQ_019,40,3,1,Standing Dead,3,1,ONAQ_019_PlantDiversity_sub40_nestedsub3_20140604,,,,,D15RAS17,D15WDS27,
38,ONAQ_019,40,3,1,Lichen,0.5,1,ONAQ_019_PlantDiversity_sub40_nestedsub3_20140604,,,,,D15RAS17,D15WDS27,
39,ONAQ_019,40,3,1,Moss,12,1,ONAQ_019_PlantDiversity_sub40_nestedsub3_20140604,,,,,D15RAS17,D15WDS27,
40,ONAQ_019,40,3,1,,,1,ONAQ_019_PlantDiversity_sub40_nestedsub3_20140604,ARTR2,,28,74,D15RAS17,D15WDS27,
41,ONAQ_019,40,3,1,,,1,ONAQ_019_PlantDiversity_sub40_nestedsub3_20140604,ELEL5,,1,32,D15RAS17,D15WDS27,
42,ONAQ_019,31,4,1,Rock,1,1,ONAQ_019_PlantDiversity_sub31_nestedsub4_20140604,,,,,D15RAS17,D15WDS27,
43,ONAQ_019,31,4,1,Wood,5,1,ONAQ_019_PlantDiversity_sub31_nestedsub4_20140604,,,,,D15RAS17,D15WDS27,
44,ONAQ_019,31,4,1,Litter,1,1,ONAQ_019_PlantDiversity_sub31_nestedsub4_20140604,,,,,D15RAS17,D15WDS27,
45,ONAQ_019,31,4,1,Standing Dead,3,1,ONAQ_019_PlantDiversity_sub31_nestedsub4_20140604,,,,,D15RAS17,D15WDS27,
46,ONAQ_019,31,4,1,Lichen,0.5,1,ONAQ_019_PlantDiversity_sub31_nestedsub4_20140604,,,,,D15RAS17,D15WDS27,
47,ONAQ_019,31,4,1,Moss,0.5,1,ONAQ_019_PlantDiversity_sub31_nestedsub4_20140604,,,,,D15RAS17,D15WDS27,
48,ONAQ_019,31,4,1,,,1,ONAQ_019_PlantDiversity_sub31_nestedsub4_20140604,ARTR2,,5,43,D15RAS17,D15WDS27,
49,ONAQ_019,31,4,1,,,1,ONAQ_019_PlantDiversity_sub31_nestedsub4_20140604,ELE5,,0.5,18,D15RAS17,D15WDS27,
50,ONAQ_019,31,4,1,,,1,ONAQ_019_PlantDiversity_sub31_nestedsub4_20140604,PHHO,,0.5,6,D15RAS17,D15WDS27,
51,ONAQ_019,31,4,1,,,1,ONAQ_019_PlantDiversity_sub31_nestedsub4_20140604,POSE,,0.5,11,D15RAS17,D15WDS27,
52,ONAQ_019,31,4,1,,,1,ONAQ_019_PlantDiversity_sub31_nestedsub4_20140604,CETE5,,0.5,2,D15RAS17,D15WDS27,
53,ONAQ_019,40,3,1,,,1,ONAQ_019_PlantDiversity_sub40_nestedsub3_20140604,POSE,,2,29,D15RAS17,D15WDS27,
54,ONAQ_019,40,3,1,,,1,ONAQ_019_PlantDiversity_sub40_nestedsub3_20140604,CETE5,,0.5,2,D15RAS17,D15WDS27,
55,ONAQ_019,40,1,1,,,1,ONAQ_019_PlantDiversity_sub40_nestedsub1_20140604,ELEL5,,1,21,D15RAS17,D15WDS27,
56,ONAQ_019,41,1,1,Soil,18,1,ONAQ_019_PlantDiversity_sub41_nestedsub1_20140604,,,,,D15WDS27,D15RAS17,
57,ONAQ_019,41,1,1,Rock,2,1,ONAQ_019_PlantDiversity_sub41_nestedsub1_20140604,,,,,D15WDS27,D15RAS17,
58,ONAQ_019,41,1,1,Wood,3,1,ONAQ_019_PlantDiversity_sub41_nestedsub1_20140604,,,,,D15WDS27,D15RAS17,
59,ONAQ_019,41,1,1,Litter,1,1,ONAQ_019_PlantDiversity_sub41_nestedsub1_20140604,,,,,D15WDS27,D15RAS17,
60,ONAQ_019,41,1,1,Standing Dead,0.5,1,ONAQ_019_PlantDiversity_sub41_nestedsub1_20140604,,,,,D15WDS27,D15RAS17,
61,ONAQ_019,41,1,1,Lichen,0.5,1,ONAQ_019_PlantDiversity_sub41_nestedsub1_20140604,,,,,D15WDS27,D15RAS17,
62,ONAQ_019,41,1,1,Moss,5,1,ONAQ_019_PlantDiversity_sub41_nestedsub1_20140604,,,,,D15WDS27,D15RAS17,
63,ONAQ_019,41,1,1,,,1,ONAQ_019_PlantDiversity_sub41_nestedsub1_20140604,ARTR2,,11,74,D15WDS27,D15RAS17,
64,ONAQ_019,41,1,1,,,1,ONAQ_019_PlantDiversity_sub41_nestedsub1_20140604,POSE,,6,30,D15WDS27,D15RAS17,
65,ONAQ_019,41,1,1,,,1,ONAQ_019_PlantDiversity_sub41_nestedsub1_20140604,BRTE,cf. species,0.5,13,D15WDS27,D15RAS17,
66,ONAQ_019,41,1,1,,,1,ONAQ_019_PlantDiversity_sub41_nestedsub1_20140604,CETE5,,0.5,1,D15WDS27,D15RAS17,
67,ONAQ_019,41,1,1,,,1,ONAQ_019_PlantDiversity_sub41_nestedsub1_20140604,ELEL5,,0.5,14,D15WDS27,D15RAS17,
68,ONAQ_019,41,4,1,Soil,3,1,ONAQ_019_PlantDiversity_sub41_nestedsub4_20140604,,,,,D15WDS27,D15RAS17,
69,ONAQ_019,41,4,1,Rock,1,1,ONAQ_019_PlantDiversity_sub41_nestedsub4_20140604,,,,,D15WDS27,D15RAS17,
70,ONAQ_019,41,4,1,Wood,2,1,ONAQ_019_PlantDiversity_sub41_nestedsub4_20140604,,,,,D15WDS27,D15RAS17,
71,ONAQ_019,41,4,1,Litter,2,1,ONAQ_019_PlantDiversity_sub41_nestedsub4_20140604,,,,,D15WDS27,D15RAS17,
72,ONAQ_019,41,4,1,Standing Dead,4,1,ONAQ_019_PlantDiversity_sub41_nestedsub4_20140604,,,,,D15WDS27,D15RAS17,
73,ONAQ_019,41,4,1,Lichen,0.5,1,ONAQ_019_PlantDiversity_sub41_nestedsub4_20140604,,,,,D15WDS27,D15RAS17,
74,ONAQ_019,41,4,1,Moss,5,1,ONAQ_019_PlantDiversity_sub41_nestedsub4_20140604,,,,,D15WDS27,D15RAS17,
75,ONAQ_019,41,4,1,Scat,0.5,1,ONAQ_019_PlantDiversity_sub41_nestedsub4_20140604,,,,,D15WDS27,D15RAS17,
76,ONAQ_019,41,4,1,,,1,ONAQ_019_PlantDiversity_sub41_nestedsub4_20140604,ARTR2,,2,43,D15WDS27,D15RAS17,
77,ONAQ_019,41,4,1,,,1,ONAQ_019_PlantDiversity_sub41_nestedsub4_20140604,GUTIE,cf. genus,6,28,D15WDS27,D15RAS17,
78,ONAQ_019,41,4,1,,,1,ONAQ_019_PlantDiversity_sub41_nestedsub4_20140604,ELEL5,,1,23,D15WDS27,D15RAS17,
79,ONAQ_019,41,4,1,,,1,ONAQ_019_PlantDiversity_sub41_nestedsub4_20140604,POSE,,3,33,D15WDS27,D15RAS17,
80,ONAQ_019,41,4,1,,,1,ONAQ_019_PlantDiversity_sub41_nestedsub4_20140604,ALDE,,0.5,4,D15WDS27,D15RAS17,
81,ONAQ_019,41,4,1,,,1,ONAQ_019_PlantDiversity_sub41_nestedsub4_20140604,GIIN2,,0.5,5,D15WDS27,D15RAS17,
82,ONAQ_007,31,1,1,Soil,45,1,ONAQ_007_PlantDiversity_sub31_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
83,ONAQ_007,31,1,1,Rock,0.5,1,ONAQ_007_PlantDiversity_sub31_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
84,ONAQ_007,31,1,1,Wood,35,1,ONAQ_007_PlantDiversity_sub31_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
85,ONAQ_007,31,1,1,Litter,3,1,ONAQ_007_PlantDiversity_sub31_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
86,ONAQ_007,31,1,1,Standing Dead,0.5,1,ONAQ_007_PlantDiversity_sub31_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
87,ONAQ_007,31,1,1,Lichen,0.5,1,ONAQ_007_PlantDiversity_sub31_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
88,ONAQ_007,31,1,1,Moss,1,1,ONAQ_007_PlantDiversity_sub31_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
89,ONAQ_007,31,1,1,,,1,ONAQ_007_PlantDiversity_sub31_nestedsub1_20140609,ELEL5,,3,21,D15RAS17,D15MSG14,
90,ONAQ_007,31,1,1,,,1,ONAQ_007_PlantDiversity_sub31_nestedsub1_20140609,POSE,,2,31,D15RAS17,D15MSG14,
91,ONAQ_007,31,1,1,,,1,ONAQ_007_PlantDiversity_sub31_nestedsub1_20140609,PSSP6,,3,63,D15RAS17,D15MSG14,
92,ONAQ_007,31,4,1,Soil,3,1,ONAQ_007_PlantDiversity_sub31_nestedsub4_20140609,,,,,D15WDS27,D15RAS17,
93,ONAQ_007,31,4,1,Rock,0.5,1,ONAQ_007_PlantDiversity_sub31_nestedsub4_20140609,,,,,D15WDS27,D15RAS17,
94,ONAQ_007,31,4,1,Wood,1,1,ONAQ_007_PlantDiversity_sub31_nestedsub4_20140609,,,,,D15WDS27,D15RAS17,
95,ONAQ_007,31,4,1,Litter,40,1,ONAQ_007_PlantDiversity_sub31_nestedsub4_20140609,,,,,D15WDS27,D15RAS17,
96,ONAQ_007,31,4,1,Standing Dead,15,1,ONAQ_007_PlantDiversity_sub31_nestedsub4_20140609,,,,,D15WDS27,D15RAS17,
97,ONAQ_007,31,4,1,Lichen,0.5,1,ONAQ_007_PlantDiversity_sub31_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
98,ONAQ_007,31,4,1,Moss,5,1,ONAQ_007_PlantDiversity_sub31_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
99,ONAQ_007,31,4,1,,,1,ONAQ_007_PlantDiversity_sub31_nestedsub4_20140609,BRTE,,8,28,D15RAS17,D15MSG14,
100,ONAQ_007,31,4,1,,,1,ONAQ_007_PlantDiversity_sub31_nestedsub4_20140609,PSSP6,,2,67,D15RAS17,D15MSG14,
101,ONAQ_007,31,4,1,,,1,ONAQ_007_PlantDiversity_sub31_nestedsub4_20140609,POSE,,0.5,5,D15RAS17,D15MSG14,
102,ONAQ_007,31,4,1,,,1,ONAQ_007_PlantDiversity_sub31_nestedsub4_20140609,TRDU,cf. species,1,28,D15RAS17,D15MSG14,
103,ONAQ_007,31,4,1,,,1,ONAQ_007_PlantDiversity_sub31_nestedsub4_20140609,ELEL5,,0.5,18,D15RAS17,D15MSG14,
104,ONAQ_007,40,1,1,Soil,70,1,ONAQ_007_PlantDiversity_sub40_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
105,ONAQ_007,40,1,1,Rock,5,1,ONAQ_007_PlantDiversity_sub40_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
106,ONAQ_007,40,1,1,Wood,4,1,ONAQ_007_PlantDiversity_sub40_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
107,ONAQ_007,40,1,1,Litter,5,1,ONAQ_007_PlantDiversity_sub40_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
108,ONAQ_007,40,1,1,Standing Dead,4,1,ONAQ_007_PlantDiversity_sub40_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
109,ONAQ_007,40,1,1,Lichen,1,1,ONAQ_007_PlantDiversity_sub40_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
110,ONAQ_007,40,1,1,Moss,6,1,ONAQ_007_PlantDiversity_sub40_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
111,ONAQ_007,40,1,1,,,1,ONAQ_007_PlantDiversity_sub40_nestedsub1_20140609,PSSP6,,3,60,D15RAS17,D15MSG14,
112,ONAQ_007,40,1,1,,,1,ONAQ_007_PlantDiversity_sub40_nestedsub1_20140609,BRTE,,0.5,11,D15RAS17,D15MSG14,
113,ONAQ_007,40,1,1,,,1,ONAQ_007_PlantDiversity_sub40_nestedsub1_20140609,POSE,,1,23,D15RAS17,D15MSG14,
114,ONAQ_007,40,1,1,,,1,ONAQ_007_PlantDiversity_sub40_nestedsub1_20140609,PHHO,,2,6,D15RAS17,D15MSG14,
115,ONAQ_007,40,1,1,,,1,ONAQ_007_PlantDiversity_sub40_nestedsub1_20140609,ALDE,,0.5,5,D15RAS17,D15MSG14,
116,ONAQ_007,40,3,1,Soil,60,1,ONAQ_007_PlantDiversity_sub40_nestedsub3_20140609,,,,,D15RAS17,D15MSG14,
117,ONAQ_007,40,3,1,Rock,4,1,ONAQ_007_PlantDiversity_sub40_nestedsub3_20140609,,,,,D15RAS17,D15MSG14,
118,ONAQ_007,40,3,1,Wood,10,1,ONAQ_007_PlantDiversity_sub40_nestedsub3_20140609,,,,,D15RAS17,D15MSG14,
119,ONAQ_007,40,3,1,Litter,5,1,ONAQ_007_PlantDiversity_sub40_nestedsub3_20140609,,,,,D15RAS17,D15MSG14,
120,ONAQ_007,40,3,1,Standing Dead,1,1,ONAQ_007_PlantDiversity_sub40_nestedsub3_20140609,,,,,D15RAS17,D15MSG14,
121,ONAQ_007,40,3,1,Lichen,0.5,1,ONAQ_007_PlantDiversity_sub40_nestedsub3_20140609,,,,,D15WDS27,D15RAS17,
122,ONAQ_007,40,3,1,Moss,10,1,ONAQ_007_PlantDiversity_sub40_nestedsub3_20140609,,,,,D15WDS27,D15RAS17,
123,ONAQ_007,40,3,1,Scat,0.5,1,ONAQ_007_PlantDiversity_sub40_nestedsub3_20140609,,,,,D15WDS27,D15RAS17,
124,ONAQ_007,40,3,1,,,1,ONAQ_007_PlantDiversity_sub40_nestedsub3_20140609,PSSP6,,6,66,D15WDS27,D15RAS17,
125,ONAQ_007,32,2,1,Soil,80,1,ONAQ_007_PlantDiversity_sub32_nestedsub2_20140609,,,,,D15RAS17,D15MSG14,
126,ONAQ_007,32,2,1,Rock,0.5,1,ONAQ_007_PlantDiversity_sub32_nestedsub2_20140609,,,,,D15RAS17,D15MSG14,
127,ONAQ_007,32,2,1,Wood,3,1,ONAQ_007_PlantDiversity_sub32_nestedsub2_20140609,,,,,D15RAS17,D15MSG14,
128,ONAQ_007,32,2,1,Litter,4,1,ONAQ_007_PlantDiversity_sub32_nestedsub2_20140609,,,,,D15RAS17,D15MSG14,
129,ONAQ_007,32,2,1,Standing Dead,0.5,1,ONAQ_007_PlantDiversity_sub32_nestedsub2_20140609,,,,,D15RAS17,D15MSG14,
130,ONAQ_007,32,2,1,Lichen,1,1,ONAQ_007_PlantDiversity_sub32_nestedsub2_20140609,,,,,D15RAS17,D15MSG14,
131,ONAQ_007,32,2,1,Moss,3,1,ONAQ_007_PlantDiversity_sub32_nestedsub2_20140609,,,,,D15RAS17,D15MSG14,
132,ONAQ_007,32,2,1,Scat,0.5,1,ONAQ_007_PlantDiversity_sub32_nestedsub2_20140609,,,,,D15RAS17,D15MSG14,
133,ONAQ_007,32,2,1,,,1,ONAQ_007_PlantDiversity_sub32_nestedsub2_20140609,PSSP6,,4,50,D15RAS17,D15MSG14,
134,ONAQ_007,32,2,1,,,1,ONAQ_007_PlantDiversity_sub32_nestedsub2_20140609,BRTE,,0.5,12,D15RAS17,D15MSG14,
135,ONAQ_007,32,2,1,,,1,ONAQ_007_PlantDiversity_sub32_nestedsub2_20140609,POSE,,1,22,D15WDS27,D15RAS17,
136,ONAQ_007,32,2,1,,,1,ONAQ_007_PlantDiversity_sub32_nestedsub2_20140609,SIAL2,,0.5,41,D15WDS27,D15RAS17,
137,ONAQ_007,32,4,1,Soil,70,1,ONAQ_007_PlantDiversity_sub32_nestedsub4_20140609,,,,,D15WDS27,D15RAS17,
138,ONAQ_007,32,4,1,Rock,1,1,ONAQ_007_PlantDiversity_sub32_nestedsub4_20140609,,,,,D15WDS27,D15RAS17,
139,ONAQ_007,32,4,1,Wood,1,1,ONAQ_007_PlantDiversity_sub32_nestedsub4_20140609,,,,,D15WDS27,D15RAS17,
140,ONAQ_007,32,4,1,Litter,8,1,ONAQ_007_PlantDiversity_sub32_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
141,ONAQ_007,32,4,1,Standing Dead,3,1,ONAQ_007_PlantDiversity_sub32_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
142,ONAQ_007,32,4,1,Lichen,1,1,ONAQ_007_PlantDiversity_sub32_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
143,ONAQ_007,32,4,1,Moss,13,1,ONAQ_007_PlantDiversity_sub32_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
144,ONAQ_007,32,4,1,Scat,0.5,1,ONAQ_007_PlantDiversity_sub32_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
145,ONAQ_007,32,4,1,,,1,ONAQ_007_PlantDiversity_sub32_nestedsub4_20140609,PSSP6,,2,47,D15RAS17,D15MSG14,
146,ONAQ_007,32,4,1,,,1,ONAQ_007_PlantDiversity_sub32_nestedsub4_20140609,POSE,,1,34,D15RAS17,D15MSG14,
147,ONAQ_007,32,4,1,,,1,ONAQ_007_PlantDiversity_sub32_nestedsub4_20140609,BRTE,,0.5,7,D15RAS17,D15MSG14,
148,ONAQ_007,40,3,1,,,1,ONAQ_007_PlantDiversity_sub40_nestedsub3_20140609,BRTE,,0.5,11,D15WDS27,D15RAS17,
149,ONAQ_019,31,1,1,Rock,2,1,ONAQ_019_PlantDiversity_sub31_nestedsub1_20140604,,,,,D15RAS17,D15WDS27,
150,ONAQ_019,31,1,1,Wood,2,1,ONAQ_019_PlantDiversity_sub31_nestedsub1_20140604,,,,,D15RAS17,D15WDS27,
151,ONAQ_019,31,1,1,Litter,4,1,ONAQ_019_PlantDiversity_sub31_nestedsub1_20140604,,,,,D15RAS17,D15WDS27,
152,ONAQ_019,31,1,1,Standing Dead,1,1,ONAQ_019_PlantDiversity_sub31_nestedsub1_20140604,,,,,D15RAS17,D15WDS27,
153,ONAQ_019,31,1,1,Lichen,5,1,ONAQ_019_PlantDiversity_sub31_nestedsub1_20140604,,,,,D15RAS17,D15WDS27,
154,ONAQ_019,31,1,1,Moss,3,1,ONAQ_019_PlantDiversity_sub31_nestedsub1_20140604,,,,,D15RAS17,D15WDS27,
155,ONAQ_019,31,1,1,Scat,0.5,1,ONAQ_019_PlantDiversity_sub31_nestedsub1_20140604,,,,,D15RAS17,D15WDS27,
156,ONAQ_019,31,1,1,,,1,ONAQ_019_PlantDiversity_sub31_nestedsub1_20140604,ATCO,,8,34,D15RAS17,D15WDS27,
157,ONAQ_019,31,1,1,,,1,ONAQ_019_PlantDiversity_sub31_nestedsub1_20140604,ELEL5,,1,16,D15RAS17,D15WDS27,
158,ONAQ_019,31,1,1,,,1,ONAQ_019_PlantDiversity_sub31_nestedsub1_20140604,POSE,,1,20,D15RAS17,D15WDS27,
159,ONAQ_019,31,1,1,,,1,ONAQ_019_PlantDiversity_sub31_nestedsub1_20140604,BRTE,,0.5,6,D15RAS17,D15WDS27,
160,ONAQ_019,31,1,1,,,1,ONAQ_019_PlantDiversity_sub31_nestedsub1_20140604,CETE5,,2,1,D15RAS17,D15WDS27,
161,ONAQ_019,31,1,1,,,1,ONAQ_019_PlantDiversity_sub31_nestedsub1_20140604,ALDE,,0.5,4,D15RAS17,D15WDS27,
162,ONAQ_007,40,3,1,,,1,ONAQ_007_PlantDiversity_sub40_nestedsub3_20140609,POSE,,0.5,32,D15RAS17,D15MSG14,
163,ONAQ_007,40,3,1,,,1,ONAQ_007_PlantDiversity_sub40_nestedsub3_20140609,EROV,,1,2,D15RAS17,D15MSG14,
164,ONAQ_007,40,3,1,,,1,ONAQ_007_PlantDiversity_sub40_nestedsub3_20140609,ALDE,,0.5,4,D15RAS17,D15MSG14,
165,ONAQ_007,40,3,1,,,1,ONAQ_007_PlantDiversity_sub40_nestedsub3_20140609,PHHO,,0.5,3,D15RAS17,D15MSG14,
166,ONAQ_007,41,1,1,Soil,75,1,ONAQ_007_PlantDiversity_sub41_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
167,ONAQ_007,41,1,1,Rock,0.5,1,ONAQ_007_PlantDiversity_sub41_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
168,ONAQ_007,41,1,1,Wood,1,1,ONAQ_007_PlantDiversity_sub41_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
169,ONAQ_007,41,1,1,Litter,6,1,ONAQ_007_PlantDiversity_sub41_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
170,ONAQ_007,41,1,1,Standing Dead,5,1,ONAQ_007_PlantDiversity_sub41_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
171,ONAQ_007,41,1,1,Lichen,0.5,1,ONAQ_007_PlantDiversity_sub41_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
172,ONAQ_007,41,1,1,Moss,6,1,ONAQ_007_PlantDiversity_sub41_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
173,ONAQ_007,41,1,1,Scat,0.5,1,ONAQ_007_PlantDiversity_sub41_nestedsub1_20140609,,,,,D15RAS17,D15MSG14,
174,ONAQ_007,41,1,1,,,1,ONAQ_007_PlantDiversity_sub41_nestedsub1_20140609,BRTE,,1,23,D15RAS17,D15MSG14,
175,ONAQ_007,41,1,1,,,1,ONAQ_007_PlantDiversity_sub41_nestedsub1_20140609,PSSP6,,4,55,D15RAS17,D15MSG14,
176,ONAQ_007,41,1,1,,,1,ONAQ_007_PlantDiversity_sub41_nestedsub1_20140609,POSE,,0.5,17,D15RAS17,D15MSG14,
177,ONAQ_007,41,4,1,Soil,50,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
178,ONAQ_007,41,4,1,Rock,1,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
179,ONAQ_007,41,4,1,Wood,1,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
180,ONAQ_007,41,4,1,Litter,3,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
181,ONAQ_007,41,4,1,Standing Dead,8,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
182,ONAQ_007,41,4,1,Lichen,0.5,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
183,ONAQ_007,41,4,1,Moss,6,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
184,ONAQ_007,41,4,1,Scat,0.5,1,ONAQ_007_PlantDiversity_sub41_nestedsub4_20140609,,,,,D15RAS17,D15MSG14,
